contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
AAPL130720P00245000,AAPL,7/20/2013,put,245,A,0,,0.04,,0,80,6/28/2013,0,0,0,0,0.3614
AAPL130720C00250000,AAPL,7/20/2013,call,250,A,144.95,,148.2,,0,0,6/28/2013,1,0,-0.6841,0,0.2984
AAPL130720P00250000,AAPL,7/20/2013,put,250,A,0,,0.04,,0,129,6/28/2013,0,0,-0.0001,0,0.3614
AAPL130720C00255000,AAPL,7/20/2013,call,255,A,139.9,,143.1,,0,1,6/28/2013,1,0,-0.6978,0,0.2984
AAPL130720P00255000,AAPL,7/20/2013,put,255,A,0,,0.04,,0,232,6/28/2013,0,0,-0.0003,0.0001,0.3614
AAPL130720C00260000,AAPL,7/20/2013,call,260,A,136.05,,137.4,,1,0,6/28/2013,1,0,-0.7115,0,0.2984
AAPL130720P00260000,AAPL,7/20/2013,put,260,A,0,,0.04,,0,129,6/28/2013,0,0,-0.0008,0.0002,0.3614
AAPL130720C00265000,AAPL,7/20/2013,call,265,A,131,,132.45,,1,0,6/28/2013,1,0,-0.7252,0,0.2984
AAPL130720P00265000,AAPL,7/20/2013,put,265,A,0,,0.04,,0,193,6/28/2013,0,0,-0.0023,0.0007,0.3614
AAPL130720C00270000,AAPL,7/20/2013,call,270,A,125.05,,128.25,,0,0,6/28/2013,1,0,-0.7389,0,0.2984
AAPL130720P00270000,AAPL,7/20/2013,put,270,A,0,,0.04,,42,357,6/28/2013,0,0,-0.0062,0.002,0.3614
AAPL130720C00275000,AAPL,7/20/2013,call,275,A,119.95,,123.25,,0,0,6/28/2013,1,0,-0.7528,0.0001,0.2984
AAPL130720P00275000,AAPL,7/20/2013,put,275,A,0,,0.05,,0,192,6/28/2013,0,0,-0.0151,0.0049,0.3614
AAPL130720C00280000,AAPL,7/20/2013,call,280,A,115.1,,118.25,,0,0,6/28/2013,1,0,-0.767,0.0002,0.2984
AAPL130720P00280000,AAPL,7/20/2013,put,280,A,0,,0.05,,50,615,6/28/2013,0,0,-0.0354,0.0115,0.3614
AAPL130720C00285000,AAPL,7/20/2013,call,285,A,109.9,,113,,0,0,6/28/2013,1,0,-0.7822,0.0009,0.2984
AAPL130720P00285000,AAPL,7/20/2013,put,285,A,0,,0.08,,0,306,6/28/2013,-0.0001,0,-0.0784,0.0254,0.3614
AAPL130720C00290000,AAPL,7/20/2013,call,290,A,104.85,,108,,0,0,6/28/2013,1,0,-0.8004,0.0027,0.2984
AAPL130720P00290000,AAPL,7/20/2013,put,290,A,0.02,,0.05,,14,429,6/28/2013,-0.0024,0.0002,-2.8378,0.7096,0.4679
AAPL130720C00295000,AAPL,7/20/2013,call,295,A,100.2,,103,,0,0,6/28/2013,1,0,-0.8259,0.0073,0.2984
AAPL130720P00295000,AAPL,7/20/2013,put,295,A,0.02,,0.07,,0,490,6/28/2013,-0.0029,0.0002,-3.3109,0.8552,0.453
AAPL130720C00300000,AAPL,7/20/2013,call,300,A,96,,97.3,,10,108,6/28/2013,1,0,-0.8685,0.0187,0.2984
AAPL130720P00300000,AAPL,7/20/2013,put,300,A,0.04,,0.08,,18,991,6/28/2013,-0.0042,0.0002,-4.5151,1.182,0.447
AAPL130720C00305000,AAPL,7/20/2013,call,305,A,90.65,,92.4,,0,0,6/28/2013,0.9999,0,-0.948,0.0445,0.2984
AAPL130720P00305000,AAPL,7/20/2013,put,305,A,0.05,,0.08,,2,400,6/28/2013,-0.0048,0.0002,-4.8757,1.3337,0.4278
AAPL130720C00310000,AAPL,7/20/2013,call,310,A,85.35,,87.25,,0,0,6/28/2013,0.9997,0,-1.1014,0.0993,0.2984
AAPL130720P00310000,AAPL,7/20/2013,put,310,A,0.07,,0.09,,20,465,6/28/2013,-0.006,0.0004,-5.7985,1.6384,0.4142
AAPL130720C00315000,AAPL,7/20/2013,call,315,A,79.9,,82.45,,0,16,6/28/2013,0.9994,0.0001,-1.3929,0.2082,0.2984
AAPL130720P00315000,AAPL,7/20/2013,put,315,A,0.1,,0.2,,10,526,6/28/2013,-0.0103,0.0007,-9.3348,2.6006,0.4201
AAPL130720C00320000,AAPL,7/20/2013,call,320,A,76.1,,77.35,,0,8,6/28/2013,0.9987,0.0002,-1.9246,0.4114,0.2984
AAPL130720P00320000,AAPL,7/20/2013,put,320,A,0.14,,0.19,,26,770,6/28/2013,-0.012,0.0008,-10.2206,2.9796,0.4015
AAPL130720C00325000,AAPL,7/20/2013,call,325,A,70.1,,72.55,,0,1,6/28/2013,0.9974,0.0002,-2.8467,0.7679,0.2984
AAPL130720P00325000,AAPL,7/20/2013,put,325,A,0.18,,0.29,,127,932,6/28/2013,-0.0165,0.0011,-13.2814,3.9359,0.395
AAPL130720C00330000,AAPL,7/20/2013,call,330,A,66.2,,67.5,,1,60,6/28/2013,0.9951,0.0005,-4.3612,1.3568,0.2984
AAPL130720P00330000,AAPL,7/20/2013,put,330,A,0.22,,0.36,,54,1066,6/28/2013,-0.0205,0.0014,-15.4227,4.7427,0.3807
AAPL130720C00335000,AAPL,7/20/2013,call,335,A,61.2,,62.5,,0,21,6/28/2013,0.9912,0.0008,-6.7151,2.2752,0.2984
AAPL130720P00335000,AAPL,7/20/2013,put,335,A,0.29,,0.36,,34,1661,6/28/2013,-0.0241,0.0016,-16.7753,5.4347,0.3614
AAPL130720C00340000,AAPL,7/20/2013,call,340,A,56.35,,57.65,,0,37,6/28/2013,0.985,0.0013,-10.1768,3.6287,0.2984
AAPL130720P00340000,AAPL,7/20/2013,put,340,A,0.37,,0.45,,109,2513,6/28/2013,-0.0306,0.0021,-19.7278,6.6363,0.3481
AAPL130720C00345000,AAPL,7/20/2013,call,345,A,50.95,,52.8,,0,9,6/28/2013,0.9755,0.002,-14.9967,5.5157,0.2984
AAPL130720P00345000,AAPL,7/20/2013,put,345,A,0.48,,0.6,,174,1582,6/28/2013,-0.04,0.0027,-23.7995,8.266,0.3372
AAPL130720C00350000,AAPL,7/20/2013,call,350,A,46.65,,47.9,,11,440,6/28/2013,0.9615,0.0028,-21.3524,8.0062,0.2984
AAPL130720P00350000,AAPL,7/20/2013,put,350,A,0.65,,0.76,,541,4397,6/28/2013,-0.052,0.0034,-28.3867,10.2028,0.3259
AAPL130720C00355000,AAPL,7/20/2013,call,355,A,41.85,,42.95,,37,45,6/28/2013,0.9434,0.004,-28.5272,10.9072,0.296
AAPL130720P00355000,AAPL,7/20/2013,put,355,A,0.83,,0.95,,403,2837,6/28/2013,-0.066,0.0043,-32.74,12.2942,0.312
AAPL130720C00360000,AAPL,7/20/2013,call,360,A,37.25,,38.35,,9,327,6/28/2013,0.915,0.0054,-39.1289,14.9148,0.2997
AAPL130720P00360000,AAPL,7/20/2013,put,360,A,1.11,,1.2,,985,2553,6/28/2013,-0.0851,0.0054,-38.1792,14.9237,0.2998
AAPL130720C00365000,AAPL,7/20/2013,call,365,A,32.6,,33.65,,204,136,6/28/2013,0.8902,0.0068,-45.2191,18.0046,0.2879
AAPL130720P00365000,AAPL,7/20/2013,put,365,A,1.49,,1.63,,556,2413,6/28/2013,-0.112,0.0068,-45.3005,18.2604,0.2908
AAPL130720C00370000,AAPL,7/20/2013,call,370,A,28.2,,29,,156,234,6/28/2013,0.8574,0.0085,-52.0963,21.6018,0.2773
AAPL130720P00370000,AAPL,7/20/2013,put,370,A,2.06,,2.19,,1575,4317,6/28/2013,-0.1472,0.0085,-53.2985,22.0759,0.2831
AAPL130720C00375000,AAPL,7/20/2013,call,375,A,23.9,,24.65,,79,450,6/28/2013,0.8149,0.0104,-59.4845,25.5888,0.268
AAPL130720P00375000,AAPL,7/20/2013,put,375,A,2.81,,3.05,,860,5337,6/28/2013,-0.1928,0.0103,-62.1479,26.252,0.2777
AAPL130720C00380000,AAPL,7/20/2013,call,380,A,20.1,,20.65,,335,616,6/28/2013,0.7567,0.0123,-69.2204,30.0264,0.2665
AAPL130720P00380000,AAPL,7/20/2013,put,380,A,3.85,,4.1,,1939,5452,6/28/2013,-0.2476,0.0121,-70.352,30.3102,0.2723
AAPL130720C00385000,AAPL,7/20/2013,call,385,A,16.45,,17,,1247,445,6/28/2013,0.6915,0.014,-76.3135,33.7468,0.2619
AAPL130720P00385000,AAPL,7/20/2013,put,385,A,5.2,,5.5,,3254,4412,6/28/2013,-0.3121,0.0138,-77.468,33.9184,0.2682
AAPL130720C00390000,AAPL,7/20/2013,call,390,A,13.25,,13.65,,3153,824,6/28/2013,0.6177,0.0154,-81.4975,36.567,0.2585
AAPL130720P00390000,AAPL,7/20/2013,put,390,A,6.95,,7.3,,4344,5743,6/28/2013,-0.3848,0.015,-82.8703,36.6374,0.2658
AAPL130720C00395000,AAPL,7/20/2013,call,395,A,10.5,,10.8,,3075,1315,6/28/2013,0.5381,0.0161,-84.4808,38.0695,0.2577
AAPL130720P00395000,AAPL,7/20/2013,put,395,A,9.05,,9.4,,2657,3909,6/28/2013,-0.4621,0.0158,-84.8366,38.0715,0.2621
AAPL130720C00400000,AAPL,7/20/2013,call,400,A,8.05,,8.35,,4835,7293,6/28/2013,0.4571,0.0162,-83.5501,38.0236,0.2554
AAPL130720P00400000,AAPL,7/20/2013,put,400,A,11.6,,11.95,,3914,13518,6/28/2013,-0.5417,0.0159,-83.9465,38.0354,0.2599
AAPL130720C00405000,AAPL,7/20/2013,call,405,A,6.1,,6.25,,1763,3069,6/28/2013,0.3779,0.0156,-79.5394,36.4387,0.2539
AAPL130720P00405000,AAPL,7/20/2013,put,405,A,14.55,,14.95,,386,3375,6/28/2013,-0.6196,0.0154,-80.032,36.5132,0.2585
AAPL130720C00410000,AAPL,7/20/2013,call,410,A,4.3,,4.6,,4949,9102,6/28/2013,0.3017,0.0145,-71.8074,33.415,0.2501
AAPL130720P00410000,AAPL,7/20/2013,put,410,A,17.85,,18.35,,663,10926,6/28/2013,-0.6927,0.0143,-73.3261,33.6902,0.2572
AAPL130720C00415000,AAPL,7/20/2013,call,415,A,3.1,,3.35,,1349,4997,6/28/2013,0.2365,0.0128,-63.7015,29.5632,0.2509
AAPL130720P00415000,AAPL,7/20/2013,put,415,A,21.55,,22.2,,327,4518,6/28/2013,-0.7563,0.0126,-65.6004,30.0514,0.2586
AAPL130720C00420000,AAPL,7/20/2013,call,420,A,2.15,,2.34,,1978,7869,6/28/2013,0.1784,0.0109,-53.5438,25.0184,0.2493
AAPL130720P00420000,AAPL,7/20/2013,put,420,A,25.5,,26.25,,1664,9228,6/28/2013,-0.8129,0.0109,-55.905,25.7713,0.2579
AAPL130720C00425000,AAPL,7/20/2013,call,425,A,1.66,,1.67,,1480,7237,6/28/2013,0.138,0.009,-46.3024,21.1259,0.2554
AAPL130720P00425000,AAPL,7/20/2013,put,425,A,29.85,,30.7,,229,5216,6/28/2013,-0.8536,0.0091,-48.6589,21.9923,0.264
AAPL130720C00430000,AAPL,7/20/2013,call,430,A,1.1,,1.14,,1103,8277,6/28/2013,0.1004,0.0072,-36.9491,16.8695,0.2553
AAPL130720P00430000,AAPL,7/20/2013,put,430,A,34.3,,35.25,,147,7148,6/28/2013,-0.889,0.0074,-40.3725,18.1462,0.2669
AAPL130720C00435000,AAPL,7/20/2013,call,435,A,0.71,,0.81,,1972,6636,6/28/2013,0.0714,0.0056,-28.7083,13.0897,0.2557
AAPL130720P00435000,AAPL,7/20/2013,put,435,A,38.7,,39.9,,68,4855,6/28/2013,-0.9271,0.0056,-28.1369,13.2836,0.2574
AAPL130720C00440000,AAPL,7/20/2013,call,440,A,0.51,,0.58,,1333,13017,6/28/2013,0.053,0.0043,-23.153,10.3564,0.2607
AAPL130720P00440000,AAPL,7/20/2013,put,440,A,43.45,,44.6,,110,7951,6/28/2013,-0.9574,0.0039,-17.0703,8.687,0.2453
AAPL130720C00445000,AAPL,7/20/2013,call,445,A,0.38,,0.45,,571,4835,6/28/2013,0.041,0.0034,-19.4388,8.4315,0.2688
AAPL130720P00445000,AAPL,7/20/2013,put,445,A,48.3,,49.7,,105,2447,6/28/2013,-0.9721,0.0027,-11.7067,6.1449,0.2453
AAPL130720C00450000,AAPL,7/20/2013,call,450,A,0.3,,0.32,,1873,18676,6/28/2013,0.031,0.0026,-15.7795,6.6935,0.275
AAPL130720P00450000,AAPL,7/20/2013,put,450,A,53.2,,54.45,,123,6989,6/28/2013,-0.9822,0.0019,-7.6231,4.2105,0.2453
AAPL130720C00455000,AAPL,7/20/2013,call,455,A,0.21,,0.27,,156,10450,6/28/2013,0.024,0.0021,-13.1311,5.421,0.2826
AAPL130720P00455000,AAPL,7/20/2013,put,455,A,58,,59.3,,10,7240,6/28/2013,-0.9889,0.0011,-4.6376,2.7977,0.2453
AAPL130720C00460000,AAPL,7/20/2013,call,460,A,0.19,,0.22,,497,9022,6/28/2013,0.0202,0.0017,-11.8224,4.6872,0.2943
AAPL130720P00460000,AAPL,7/20/2013,put,460,A,62.95,,64.3,,11,3715,6/28/2013,-0.9933,0.0008,-2.5353,1.8046,0.2453
AAPL130720C00465000,AAPL,7/20/2013,call,465,A,0.11,,0.2,,215,5220,6/28/2013,0.0153,0.0013,-9.475,3.693,0.2994
AAPL130720P00465000,AAPL,7/20/2013,put,465,A,67.7,,69.2,,11,1045,6/28/2013,-0.996,0.0005,-1.1054,1.1311,0.2453
AAPL130720C00470000,AAPL,7/20/2013,call,470,A,0.16,,0.17,,2068,23568,6/28/2013,0.0104,0.001,-6.8084,2.6539,0.2994
AAPL130720P00470000,AAPL,7/20/2013,put,470,A,72.85,,74.25,,79,1791,6/28/2013,-0.9977,0.0002,-0.1634,0.6896,0.2453
AAPL130720C00475000,AAPL,7/20/2013,call,475,A,0.07,,0.16,,222,4621,6/28/2013,0.007,0.0007,-4.8052,1.8732,0.2994
AAPL130720P00475000,AAPL,7/20/2013,put,475,A,77.7,,79.25,,3,2324,6/28/2013,-0.9987,0.0002,0.4395,0.4093,0.2453
AAPL130720C00480000,AAPL,7/20/2013,call,480,A,0.1,,0.14,,87,7869,6/28/2013,0.0047,0.0005,-3.3329,1.2992,0.2994
AAPL130720P00480000,AAPL,7/20/2013,put,480,A,82.85,,84.25,,3,2795,6/28/2013,-0.9993,0.0001,0.8159,0.2368,0.2453
AAPL130720C00485000,AAPL,7/20/2013,call,485,A,0.04,,0.11,,6,3281,6/28/2013,0.003,0.0002,-2.2732,0.8863,0.2994
AAPL130720P00485000,AAPL,7/20/2013,put,485,A,87.75,,89.5,,1,892,6/28/2013,-0.9996,0.0001,1.0466,0.1336,0.2453
AAPL130720C00490000,AAPL,7/20/2013,call,490,A,0.06,,0.09,,24,5037,6/28/2013,0.002,0.0002,-1.5254,0.5948,0.2994
AAPL130720P00490000,AAPL,7/20/2013,put,490,A,92.8,,94.5,,10,1213,6/28/2013,-0.9998,0,1.1863,0.0735,0.2453
AAPL130720C00495000,AAPL,7/20/2013,call,495,A,0.02,,0.09,,0,2918,6/28/2013,0.0011,0.0001,-1.0077,0.3929,0.2994
AAPL130720P00495000,AAPL,7/20/2013,put,495,A,97.7,,99.3,,1,589,6/28/2013,-0.9999,0,1.2715,0.0396,0.2453
AAPL130720C00500000,AAPL,7/20/2013,call,500,A,0.06,,0.08,,237,19759,6/28/2013,0.0008,0.0001,-0.6556,0.2556,0.2994
AAPL130720P00500000,AAPL,7/20/2013,put,500,A,102.85,,104.35,,28,7836,6/28/2013,-0.9999,0,1.3246,0.0208,0.2453
AAPL130720C00505000,AAPL,7/20/2013,call,505,A,0.01,,0.07,,0,2665,6/28/2013,0.0005,0.0001,-0.4203,0.1639,0.2994
AAPL130720P00505000,AAPL,7/20/2013,put,505,A,107.65,,109.35,,7,585,6/28/2013,-1,0,1.3595,0.0107,0.2453
AAPL130720C00510000,AAPL,7/20/2013,call,510,A,0.01,,0.07,,92,3731,6/28/2013,0.0002,0,-0.2657,0.1036,0.2994
AAPL130720P00510000,AAPL,7/20/2013,put,510,A,112.75,,114.15,,38,835,6/28/2013,-1,0,1.3843,0.0054,0.2453
AAPL130720C00515000,AAPL,7/20/2013,call,515,A,0.03,,0.08,,0,1811,6/28/2013,0.0002,0,-0.1656,0.0646,0.2994
AAPL130720P00515000,AAPL,7/20/2013,put,515,A,117.75,,119.2,,6,362,6/28/2013,-1,0,1.4037,0.0027,0.2453
AAPL130720C00520000,AAPL,7/20/2013,call,520,A,0.01,,0.07,,15,5986,6/28/2013,0.0001,0,-0.1019,0.0397,0.2994
AAPL130720P00520000,AAPL,7/20/2013,put,520,A,122.7,,124.25,,2,796,6/28/2013,-1,0,1.4202,0.0013,0.2453
AAPL130720C00525000,AAPL,7/20/2013,call,525,A,0.01,,0.06,,0,2668,6/28/2013,0.0001,0,-0.0619,0.0241,0.2994
AAPL130720P00525000,AAPL,7/20/2013,put,525,A,127.7,,129.3,,13,729,6/28/2013,-1,0,1.4354,0.0005,0.2453
AAPL130720C00530000,AAPL,7/20/2013,call,530,A,0.02,,0.07,,0,2258,6/28/2013,0,0,-0.0371,0.0145,0.2994
AAPL130720P00530000,AAPL,7/20/2013,put,530,A,132.9,,134.15,,13,918,6/28/2013,-1,0,1.4498,0.0002,0.2453
AAPL130720C00535000,AAPL,7/20/2013,call,535,A,0.01,,0.07,,0,895,6/28/2013,0,0,-0.022,0.0086,0.2994
AAPL130720P00535000,AAPL,7/20/2013,put,535,A,137.75,,139.2,,0,423,6/28/2013,-1,0,1.4638,0.0001,0.2453
AAPL130720C00540000,AAPL,7/20/2013,call,540,A,0.01,,0.05,,0,1561,6/28/2013,0,0,-0.0129,0.005,0.2994
AAPL130720P00540000,AAPL,7/20/2013,put,540,A,142.75,,144.25,,10,304,6/28/2013,-1,0,1.4776,0.0001,0.2453
AAPL130720C00545000,AAPL,7/20/2013,call,545,A,0.01,,0.05,,0,1322,6/28/2013,0,0,-0.0075,0.0028,0.2994
AAPL130720P00545000,AAPL,7/20/2013,put,545,A,147.8,,149.45,,0,278,6/28/2013,-1,0,1.4914,0,0.2453
AAPL130720C00550000,AAPL,7/20/2013,call,550,A,0.01,,0.05,,41,6770,6/28/2013,0,0,-0.0043,0.0017,0.2994
AAPL130720P00550000,AAPL,7/20/2013,put,550,A,152.75,,154.25,,3,926,6/28/2013,-1,0,1.5051,0,0.2453
AAPL130720C00555000,AAPL,7/20/2013,call,555,A,0.01,,0.05,,0,1186,6/28/2013,0,0,-0.0024,0.0009,0.2994
AAPL130720P00555000,AAPL,7/20/2013,put,555,A,157.85,,159.35,,0,89,6/28/2013,-1,0,1.5188,0,0.2453
AAPL130720C00560000,AAPL,7/20/2013,call,560,A,0.01,,0.07,,0,1870,6/28/2013,0,0,-0.0014,0.0005,0.2994
AAPL130720P00560000,AAPL,7/20/2013,put,560,A,162.65,,164.3,,1,412,6/28/2013,-1,0,1.5325,0,0.2453
AAPL130720C00565000,AAPL,7/20/2013,call,565,A,0.01,,0.07,,0,812,6/28/2013,0,0,-0.0008,0.0002,0.2994
AAPL130720P00565000,AAPL,7/20/2013,put,565,A,167.9,,169.55,,0,97,6/28/2013,-1,0,1.5462,0,0.2453
AAPL130720C00570000,AAPL,7/20/2013,call,570,A,0,,0.05,,0,1750,6/28/2013,0,0,-0.0004,0.0002,0.2994
AAPL130720P00570000,AAPL,7/20/2013,put,570,A,172.8,,174.4,,0,643,6/28/2013,-1,0,1.5598,0,0.2453
AAPL130720C00575000,AAPL,7/20/2013,call,575,A,0.01,,0.05,,95,3230,6/28/2013,0,0,-0.0002,0.0001,0.2994
AAPL130720P00575000,AAPL,7/20/2013,put,575,A,177.7,,179.2,,0,901,6/28/2013,-1,0,1.5734,0,0.2453
AAPL130720C00580000,AAPL,7/20/2013,call,580,A,0,,0.05,,0,1912,6/28/2013,0,0,-0.0001,0,0.2994
AAPL130720P00580000,AAPL,7/20/2013,put,580,A,182.65,,184.35,,3,560,6/28/2013,-1,0,1.5872,0,0.2453
AAPL130720C00585000,AAPL,7/20/2013,call,585,A,0,,0.09,,0,691,6/28/2013,0,0,-0.0001,0,0.2994
AAPL130720P00585000,AAPL,7/20/2013,put,585,A,187.65,,189.3,,0,60,6/28/2013,-1,0,1.6009,0,0.2453
AAPL130720C00590000,AAPL,7/20/2013,call,590,A,0,,0.08,,0,1380,6/28/2013,0,0,0,0,0.2994
AAPL130720P00590000,AAPL,7/20/2013,put,590,A,192.75,,194.3,,2,581,6/28/2013,-1,0,1.6146,0,0.2453
AAPL130720C00595000,AAPL,7/20/2013,call,595,A,0.01,,0.06,,0,1303,6/28/2013,0,0,0,0,0.2994
AAPL130720P00595000,AAPL,7/20/2013,put,595,A,197.7,,199.3,,0,142,6/28/2013,-1,0,1.6283,0,0.2453
AAPL130720C00600000,AAPL,7/20/2013,call,600,A,0,,0.02,,3,22352,6/28/2013,0,0,0,0,0.2994
AAPL130720P00600000,AAPL,7/20/2013,put,600,A,202.75,,204.25,,2,12271,6/28/2013,-1,0,1.6419,0,0.2453
AAPL130720C00605000,AAPL,7/20/2013,call,605,A,0,,0.03,,0,1368,6/28/2013,0,0,0,0,0.2994
AAPL130720P00605000,AAPL,7/20/2013,put,605,A,207.95,,209.25,,0,492,6/28/2013,-1,0,1.6556,0,0.2453
AAPL130720C00610000,AAPL,7/20/2013,call,610,A,0,,0.03,,0,1039,6/28/2013,0,0,0,0,0.2994
AAPL130720P00610000,AAPL,7/20/2013,put,610,A,212.95,,214.3,,0,468,6/28/2013,-1,0,1.6693,0,0.2453
AAPL130720C00615000,AAPL,7/20/2013,call,615,A,0,,0.03,,0,1071,6/28/2013,0,0,0,0,0.2994
AAPL130720P00615000,AAPL,7/20/2013,put,615,A,217.95,,219.3,,0,140,6/28/2013,-1,0,1.683,0,0.2453
AAPL130720C00620000,AAPL,7/20/2013,call,620,A,0,,0.03,,0,3297,6/28/2013,0,0,0,0,0.2994
AAPL130720P00620000,AAPL,7/20/2013,put,620,A,222.65,,224.15,,1,178,6/28/2013,-1,0,1.6967,0,0.2453
AAPL130720C00625000,AAPL,7/20/2013,call,625,A,0.01,,0.02,,18,1308,6/28/2013,0,0,0,0,0.2994
AAPL130720P00625000,AAPL,7/20/2013,put,625,A,227.95,,229.3,,0,169,6/28/2013,-1,0,1.7104,0,0.2453
AAPL130720C00630000,AAPL,7/20/2013,call,630,A,0,,0.03,,0,852,6/28/2013,0,0,0,0,0.2994
AAPL130720P00630000,AAPL,7/20/2013,put,630,A,232.65,,234.25,,0,113,6/28/2013,-1,0,1.724,0,0.2453
AAPL130720C00635000,AAPL,7/20/2013,call,635,A,0,,0.03,,0,472,6/28/2013,0,0,0,0,0.2994
AAPL130720P00635000,AAPL,7/20/2013,put,635,A,237.95,,239.3,,0,180,6/28/2013,-1,0,1.7377,0,0.2453
AAPL130720C00640000,AAPL,7/20/2013,call,640,A,0,,0.03,,0,889,6/28/2013,0,0,0,0,0.2994
AAPL130720P00640000,AAPL,7/20/2013,put,640,A,241.9,,245.3,,0,28,6/28/2013,-1,0,1.7514,0,0.2453
AAPL130720C00645000,AAPL,7/20/2013,call,645,A,0,,0.03,,0,537,6/28/2013,0,0,0,0,0.2994
AAPL130720P00645000,AAPL,7/20/2013,put,645,A,247.95,,249.25,,0,18,6/28/2013,-1,0,1.7651,0,0.2453
AAPL130720C00650000,AAPL,7/20/2013,call,650,A,0,,0.03,,0,4434,6/28/2013,0,0,0,0,0.2994
AAPL130720P00650000,AAPL,7/20/2013,put,650,A,252.9,,254.3,,0,37,6/28/2013,-1,0,1.7788,0,0.2453
AAPL130720C00655000,AAPL,7/20/2013,call,655,A,0,,0.03,,0,771,6/28/2013,0,0,0,0,0.2994
AAPL130720P00655000,AAPL,7/20/2013,put,655,A,256.9,,260.35,,0,8,6/28/2013,-1,0,1.7924,0,0.2453
AAPL130720C00660000,AAPL,7/20/2013,call,660,A,0,,0.02,,0,1044,6/28/2013,0,0,0,0,0.2994
AAPL130720P00660000,AAPL,7/20/2013,put,660,A,261.85,,265.35,,0,4,6/28/2013,-1,0,1.8061,0,0.2453
AAPL130720C00665000,AAPL,7/20/2013,call,665,A,0,,0.03,,0,1008,6/28/2013,0,0,0,0,0.2994
AAPL130720P00665000,AAPL,7/20/2013,put,665,A,266.85,,270.35,,0,3,6/28/2013,-1,0,1.8198,0,0.2453
AAPL130720C00670000,AAPL,7/20/2013,call,670,A,0,,0.03,,0,6063,6/28/2013,0,0,0,0,0.2994
AAPL130720P00670000,AAPL,7/20/2013,put,670,A,271.9,,275.3,,0,38,6/28/2013,-1,0,1.8335,0,0.2453
AAPL130720C00675000,AAPL,7/20/2013,call,675,A,0,,0.03,,0,980,6/28/2013,0,0,0,0,0.2994
AAPL130720P00675000,AAPL,7/20/2013,put,675,A,276.9,,280.3,,0,9,6/28/2013,-1,0,1.8472,0,0.2453
AAPL130720C00680000,AAPL,7/20/2013,call,680,A,0,,0.02,,0,1283,6/28/2013,0,0,0,0,0.2994
AAPL130720P00680000,AAPL,7/20/2013,put,680,A,281.85,,285.3,,0,27,6/28/2013,-1,0,1.8609,0,0.2453
AAPL130720C00685000,AAPL,7/20/2013,call,685,A,0,,0.03,,0,312,6/28/2013,0,0,0,0,0.2994
AAPL130720P00685000,AAPL,7/20/2013,put,685,A,286.9,,290.35,,0,0,6/28/2013,-1,0,1.8745,0,0.2453
AAPL130720C00690000,AAPL,7/20/2013,call,690,A,0,,0.03,,0,1468,6/28/2013,0,0,0,0,0.2994
AAPL130720P00690000,AAPL,7/20/2013,put,690,A,291.9,,295.25,,0,0,6/28/2013,-1,0,1.8882,0,0.2453
AAPL130720C00695000,AAPL,7/20/2013,call,695,A,0,,0.03,,0,474,6/28/2013,0,0,0,0,0.2994
AAPL130720P00695000,AAPL,7/20/2013,put,695,A,297.8,,299.2,,5,0,6/28/2013,-1,0,1.9019,0,0.2453
AAPL130720C00700000,AAPL,7/20/2013,call,700,A,0,,0.03,,0,5047,6/28/2013,0,0,0,0,0.2994
AAPL130720P00700000,AAPL,7/20/2013,put,700,A,301.9,,305.35,,0,79,6/28/2013,-1,0,1.9156,0,0.2453
AAPL130720C00705000,AAPL,7/20/2013,call,705,A,0,,0.03,,0,504,6/28/2013,0,0,0,0,0.2994
AAPL130720P00705000,AAPL,7/20/2013,put,705,A,306.9,,310.3,,0,5,6/28/2013,-1,0,1.9293,0,0.2453
AAPL130720C00710000,AAPL,7/20/2013,call,710,A,0,,0.03,,0,665,6/28/2013,0,0,0,0,0.2994
AAPL130720P00710000,AAPL,7/20/2013,put,710,A,311.9,,315.35,,0,20,6/28/2013,-1,0,1.943,0,0.2453
AAPL130720C00715000,AAPL,7/20/2013,call,715,A,0,,0.03,,0,277,6/28/2013,0,0,0,0,0.2994
AAPL130720P00715000,AAPL,7/20/2013,put,715,A,316.85,,320.3,,0,49,6/28/2013,-1,0,1.9566,0,0.2453
AAPL130720C00720000,AAPL,7/20/2013,call,720,A,0,,0.03,,0,647,6/28/2013,0,0,0,0,0.2994
AAPL130720P00720000,AAPL,7/20/2013,put,720,A,321.9,,325.35,,0,60,6/28/2013,-1,0,1.9703,0,0.2453
AAPL130720C00725000,AAPL,7/20/2013,call,725,A,0,,0.03,,0,985,6/28/2013,0,0,0,0,0.2994
AAPL130720P00725000,AAPL,7/20/2013,put,725,A,327.95,,329.25,,0,384,6/28/2013,-1,0,1.984,0,0.2453
AAPL130720C00730000,AAPL,7/20/2013,call,730,A,0,,0.03,,0,225,6/28/2013,0,0,0,0,0.2994
AAPL130720P00730000,AAPL,7/20/2013,put,730,A,331.9,,335.3,,0,24,6/28/2013,-1,0,1.9977,0,0.2453
AAPL130720C00735000,AAPL,7/20/2013,call,735,A,0,,0.03,,0,318,6/28/2013,0,0,0,0,0.2994
AAPL130720P00735000,AAPL,7/20/2013,put,735,A,336.9,,340.35,,0,16,6/28/2013,-1,0,2.0114,0,0.2453
